rainfall_mm,aqi,zone_risk,hours_per_week,vehicle_age_yrs,past_claims,gig_tenure_yrs,premium_tier
3.55,7.29,1,38.6,4.6,1,1.1,0
21.76,161.56,1,25.1,2.5,1,9.5,0
9.34,171.92,2,14.8,0.2,0,6.2,0
54.14,147.65,2,15.9,10.0,0,0.6,1
0.44,110.73,3,66.2,15.0,1,0.6,2
14.3,27.03,3,42.9,2.3,0,6.1,0
12.35,172.41,1,63.7,3.8,2,5.4,0
0.59,237.33,2,60.5,2.4,1,0.7,0
3.98,114.54,2,20.0,1.6,1,2.2,1
16.01,176.4,3,20.6,0.3,1,9.3,1
20.37,55.91,3,65.9,2.4,2,5.7,1
15.54,177.43,3,63.4,6.8,0,4.4,1
22.71,126.4,1,38.0,0.1,0,2.5,0
27.13,104.25,3,15.7,3.5,0,1.3,1
0.3,104.38,1,10.9,8.5,2,4.0,0
18.71,126.38,1,31.3,1.0,1,9.2,0
99.31,172.95,3,10.7,0.8,1,0.5,1
21.96,71.27,1,27.0,5.9,1,9.9,0
33.95,126.17,3,41.0,1.2,0,2.1,1
11.21,147.51,1,19.0,0.9,1,4.1,0
44.62,84.06,3,17.7,1.9,4,0.5,1
44.47,257.8,1,76.3,2.0,2,5.8,0
22.1,98.79,1,53.3,8.3,2,4.8,0
111.91,109.83,1,79.1,3.9,0,6.7,0
4.02,91.3,2,35.6,2.1,1,5.4,0
0.51,257.91,1,60.1,3.1,1,4.0,0
44.11,183.17,2,25.1,12.3,0,7.4,0
49.38,93.8,1,55.8,0.5,3,0.3,0
3.84,216.37,1,19.6,0.9,1,5.4,0
9.26,162.04,1,10.2,13.1,1,1.1,1
0.53,165.44,2,78.9,12.6,0,4.4,0
10.41,129.33,3,51.1,0.8,1,7.9,1
44.5,105.04,3,78.6,0.6,1,1.4,1
21.89,170.27,1,34.7,2.2,3,9.4,0
12.84,117.29,2,34.3,0.2,2,8.9,0
13.94,259.01,3,39.6,4.3,0,4.1,1
0.04,73.84,1,62.2,0.3,2,0.1,0
10.69,242.17,2,51.9,0.2,1,7.9,0
31.19,143.32,2,78.5,2.7,2,8.8,1
109.71,167.95,1,11.9,12.7,0,1.7,1
56.33,199.99,1,62.4,2.2,1,9.2,0
0.72,112.19,1,34.4,1.8,1,9.1,0
68.65,201.85,2,23.3,15.0,1,4.7,1
45.86,0.0,1,47.8,3.0,0,8.0,0
45.48,106.8,1,47.4,1.9,0,4.4,0
18.37,94.56,1,20.1,2.0,1,5.6,0
15.23,74.79,1,24.9,0.9,0,3.2,0
10.83,137.1,1,40.2,2.9,2,1.6,0
2.04,173.14,3,40.3,2.3,2,7.5,1
7.77,192.16,1,33.5,1.3,0,0.0,0
8.49,164.45,2,21.0,0.7,1,5.8,0
19.85,110.06,1,10.3,1.5,0,8.6,0
41.28,172.14,2,81.8,2.8,2,2.2,1
19.26,157.46,2,79.8,0.2,0,3.3,0
1.79,206.16,1,45.8,0.7,0,5.9,0
94.95,196.62,3,83.6,11.8,1,2.5,2
85.8,151.83,2,59.9,3.1,2,8.5,1
46.14,96.16,3,15.1,0.3,1,3.7,1
142.43,110.82,2,18.7,4.7,0,5.8,1
23.59,117.01,3,77.8,0.3,1,2.3,1
98.72,131.08,3,56.6,5.4,3,0.4,2
2.36,166.08,3,72.4,5.5,0,1.7,1
13.66,192.91,2,76.5,4.2,0,0.5,0
7.66,146.93,2,43.1,5.3,2,4.7,1
6.54,150.97,3,13.6,0.4,3,5.9,1
4.55,158.6,3,23.9,5.2,2,0.4,1
29.22,119.05,3,14.9,0.6,4,0.9,1
45.6,94.48,1,24.0,1.7,0,4.9,0
25.9,44.67,3,40.4,11.4,0,8.0,1
4.77,108.29,1,18.7,2.8,1,6.3,0
50.0,178.39,2,22.3,13.7,0,1.0,1
30.31,107.83,1,43.0,0.4,1,8.9,0
14.74,135.73,1,35.2,2.6,0,9.2,0
33.64,177.99,3,44.6,0.3,0,3.2,1
9.03,181.24,1,41.8,4.0,0,6.2,0
12.7,85.23,2,57.7,0.3,0,4.9,0
74.84,209.82,2,79.4,0.8,0,9.4,0
10.3,217.64,1,18.0,1.2,0,5.1,0
19.05,82.21,1,17.3,5.5,0,9.6,0
66.26,100.57,2,73.1,0.7,0,2.0,1
36.9,221.47,1,47.5,7.5,1,3.5,0
1.93,141.19,3,66.7,0.6,1,7.8,1
4.78,16.81,3,25.9,0.1,0,7.8,0
0.24,66.02,1,71.3,2.0,0,7.3,0
29.9,135.04,1,78.4,15.0,1,8.6,0
17.81,80.22,2,57.0,0.5,1,7.0,0
4.33,125.19,2,17.8,0.4,0,6.4,0
95.06,151.94,1,76.3,5.6,1,4.6,0
22.63,237.74,1,68.6,1.5,0,4.7,0
8.31,132.57,2,65.6,5.1,0,4.1,0
20.83,214.35,3,12.7,0.9,0,6.2,1
34.15,235.73,1,69.1,2.5,0,4.1,0
2.38,236.06,2,20.2,1.2,1,1.5,1
9.64,167.09,3,26.5,2.4,1,1.1,1
49.35,32.2,2,52.7,5.9,1,9.2,0
18.47,177.65,2,29.6,5.7,2,0.2,1
23.73,212.9,2,58.9,2.9,0,1.1,0
17.01,145.14,3,55.0,10.5,0,4.5,1
1.35,254.68,2,18.0,1.2,0,2.6,0
5.44,201.59,3,58.5,1.1,0,4.1,1
17.69,184.1,2,78.4,3.8,1,1.2,0
7.04,215.18,2,21.9,3.9,1,1.3,1
1.54,170.0,1,54.2,0.2,1,8.0,0
55.67,0.43,1,35.3,3.7,0,7.6,0
119.21,120.05,3,44.0,1.9,0,1.0,2
47.27,221.83,1,31.2,5.5,0,6.7,0
57.68,101.54,2,36.2,6.6,2,6.1,1
8.31,136.59,1,12.1,3.2,2,7.1,0
97.04,87.31,3,82.6,0.0,1,4.7,1
6.58,257.04,1,56.2,4.0,0,2.7,0
90.74,250.89,3,47.1,5.5,1,6.6,2
157.88,96.97,2,38.4,1.1,1,3.7,1
37.31,158.84,1,49.9,2.5,2,2.2,0
119.13,109.17,2,38.1,13.5,3,4.1,1
25.29,186.9,1,36.6,1.4,1,7.6,0
9.01,180.58,1,44.3,1.0,1,4.8,0
17.23,198.7,1,30.4,0.9,1,3.0,0
27.01,169.92,1,23.3,3.3,1,8.3,0
2.28,326.12,3,51.2,12.0,0,8.8,1
29.21,88.32,1,72.4,3.8,3,4.3,1
119.18,47.36,2,21.3,1.4,0,3.7,1
6.33,126.41,1,12.4,4.1,0,6.1,0
47.19,55.92,2,28.3,3.9,0,0.6,1
71.55,60.45,1,82.5,3.6,0,6.9,0
86.31,89.92,2,71.3,0.7,0,7.8,1
96.67,94.67,2,54.1,4.0,0,4.0,1
22.11,92.72,2,78.8,2.2,0,1.7,0
113.57,181.09,1,43.0,0.1,2,0.3,1
42.48,119.63,2,82.8,3.1,0,6.4,0
5.29,139.23,1,31.9,15.0,0,2.7,0
19.44,203.65,1,27.8,1.7,0,4.6,0
38.01,104.02,2,57.2,13.5,0,3.9,1
8.52,134.13,2,38.0,0.4,1,1.7,0
30.7,171.95,2,56.4,5.3,2,5.1,1
32.95,33.51,2,32.6,0.5,0,4.6,0
5.33,6.91,1,55.7,1.3,2,6.2,0
24.98,170.77,1,30.4,3.4,1,2.5,0
44.3,179.52,1,13.8,3.6,0,2.1,0
20.73,273.85,2,77.5,6.0,0,8.1,1
0.37,159.49,2,75.4,3.8,0,7.0,0
0.27,199.18,1,81.8,3.6,0,7.7,0
13.25,138.27,2,63.0,9.7,0,1.2,0
78.19,167.83,2,60.5,2.4,2,2.2,1
7.79,250.04,2,51.4,1.0,0,5.8,0
30.18,22.56,2,19.3,0.7,1,8.6,0
7.53,174.82,2,24.0,2.0,2,8.9,0
11.64,278.14,2,31.4,5.0,0,8.3,0
56.52,166.92,1,75.9,0.2,1,0.4,0
39.15,249.03,1,22.8,0.6,0,8.2,0
3.01,112.25,1,78.3,0.4,1,9.0,0
16.8,148.08,2,48.7,3.5,0,0.6,0
0.89,152.01,3,63.0,1.1,1,4.2,1
19.67,16.94,2,18.2,0.7,0,5.4,0
32.58,79.91,1,29.9,3.6,1,2.3,0
3.78,84.19,3,80.9,5.7,0,5.2,1
10.23,199.32,3,29.7,1.6,0,8.9,1
15.22,202.33,3,31.9,3.5,0,8.7,1
75.6,169.44,2,24.6,0.4,0,9.4,1
149.97,199.45,3,19.6,10.9,3,4.8,2
1.38,140.15,1,27.3,1.6,2,4.1,0
42.94,222.12,1,57.5,15.0,0,6.7,1
13.94,150.53,1,43.7,15.0,0,4.2,0
14.95,153.47,2,51.0,6.0,1,0.4,1
42.11,134.06,1,19.1,0.1,2,7.2,0
75.19,191.07,2,69.4,3.1,1,2.8,1
90.43,124.73,2,68.0,0.4,3,0.5,1
25.82,208.59,1,11.6,9.0,0,0.2,0
13.25,82.07,3,38.4,6.2,1,9.3,1
46.47,84.07,1,15.1,14.4,0,2.5,0
8.67,191.25,1,68.6,3.7,0,4.5,0
24.91,144.69,3,64.6,3.0,0,9.5,1
13.32,122.77,1,76.7,2.9,1,4.7,0
32.07,203.4,2,27.5,2.0,0,0.8,0
8.25,113.56,3,43.8,2.5,0,5.5,1
6.38,137.99,3,23.7,4.0,3,0.9,1
75.12,233.95,3,37.5,10.8,0,1.0,2
3.22,242.35,1,48.6,3.6,0,8.5,0
21.15,244.34,2,13.9,7.8,3,2.9,1
7.49,133.07,1,62.9,7.9,1,6.8,0
1.19,223.84,1,50.2,2.9,0,5.1,0
1.1,93.06,1,71.3,1.7,2,2.2,0
5.78,95.59,1,30.1,4.1,1,5.2,0
60.47,8.97,3,76.8,2.4,0,0.7,1
9.96,250.37,1,83.9,0.3,0,3.5,0
90.15,98.16,2,78.0,1.9,2,5.2,1
26.14,142.41,2,67.6,15.0,2,2.3,1
17.21,95.38,2,70.1,0.2,1,6.6,0
26.03,191.71,3,52.5,4.8,2,0.5,1
21.81,127.46,1,24.1,7.4,1,4.8,0
42.66,71.71,2,60.1,4.2,0,7.1,0
9.96,176.5,2,62.7,3.4,0,4.3,0
13.06,63.98,1,82.9,4.9,2,8.7,0
67.36,99.76,2,50.1,2.2,1,6.3,1
87.82,23.59,3,30.1,0.4,0,9.6,1
66.92,64.56,1,60.6,13.1,0,2.8,0
16.31,160.71,1,82.5,2.3,1,9.4,0
45.47,32.13,1,23.1,4.4,1,6.1,0
19.41,61.13,3,34.1,3.0,0,7.5,1
20.65,149.86,2,50.1,0.2,1,9.0,0
6.87,117.38,2,22.6,12.2,1,5.5,1
26.83,269.52,2,11.6,6.3,0,8.6,1
6.18,260.03,3,34.9,0.6,1,5.4,1
12.08,97.92,3,74.0,15.0,0,6.0,1
57.94,183.43,3,13.2,5.3,1,4.5,1
6.96,194.96,3,41.7,2.6,0,1.5,1
2.21,114.15,2,66.4,3.8,0,5.5,0
2.15,60.27,2,80.5,0.5,1,9.8,0
84.8,149.26,3,82.9,3.3,0,7.9,1
21.21,139.63,3,41.2,0.3,1,7.5,1
15.8,123.85,1,80.3,3.1,1,6.4,0
49.96,176.54,1,12.6,3.2,0,3.5,0
54.2,104.96,3,65.2,8.3,1,1.7,1
12.11,80.88,1,57.6,5.2,1,2.2,0
35.49,156.54,3,28.5,1.1,0,0.1,1
44.24,173.16,1,47.5,8.8,2,6.7,1
31.9,79.4,1,19.6,3.4,0,8.1,0
4.93,205.69,1,74.5,3.7,1,2.7,0
62.6,43.77,1,36.5,0.7,1,0.9,0
23.24,115.31,1,56.3,7.8,0,3.4,0
9.96,134.52,2,21.7,10.7,0,2.9,0
16.61,111.83,2,25.3,6.0,0,4.5,0
1.15,116.1,3,83.4,11.3,2,2.6,1
4.1,262.26,2,65.7,1.4,3,3.4,1
43.51,98.95,2,81.2,7.9,0,9.1,1
0.0,296.47,2,31.9,2.7,1,3.3,1
16.16,176.23,2,22.2,0.7,1,7.9,0
22.18,155.52,2,47.2,4.4,0,6.3,0
1.69,178.57,1,46.6,4.6,0,3.4,0
108.44,301.8,1,22.9,1.4,1,8.2,0
7.69,90.38,1,64.3,0.1,0,6.0,0
10.88,82.77,1,36.8,0.9,3,0.1,0
10.87,104.71,2,23.8,2.0,1,0.7,0
7.86,151.93,1,34.6,0.7,0,7.5,0
0.04,46.45,3,51.7,0.9,1,4.5,1
39.21,151.34,3,63.8,2.0,1,4.1,1
102.2,251.61,3,45.7,13.1,0,1.5,2
7.62,159.08,3,48.9,5.8,1,1.6,1
32.63,132.44,1,20.3,1.5,0,8.0,0
40.63,112.91,2,77.7,12.1,0,8.3,1
56.6,203.91,1,78.7,4.1,1,5.6,0
16.48,100.45,3,60.6,2.4,0,3.0,1
10.83,260.78,3,11.3,2.5,1,9.3,1
11.8,266.0,3,49.7,2.1,0,6.2,1
37.41,165.41,2,56.6,1.1,1,8.0,0
50.91,149.31,3,83.6,2.0,0,0.0,1
6.01,211.84,1,83.7,3.0,2,4.5,0
13.91,215.69,1,73.5,3.0,0,8.7,0
69.67,101.64,3,14.7,5.7,1,3.4,1
49.3,118.41,2,80.5,1.8,1,7.3,1
125.71,70.66,3,55.3,5.0,0,6.6,1
42.1,174.54,1,69.3,3.5,1,1.5,0
14.99,190.0,3,40.1,13.1,0,7.7,1
26.79,69.0,2,33.7,1.9,1,1.1,1
32.45,122.69,3,44.3,9.3,1,7.3,1
2.45,69.16,3,20.9,6.9,1,9.9,1
23.59,96.07,3,36.4,4.1,1,9.6,1
37.07,183.06,1,73.5,4.3,3,8.0,0
5.49,105.99,3,12.8,0.4,0,5.3,1
45.51,131.95,1,21.2,12.0,0,6.7,0
26.3,52.36,1,19.3,0.5,0,7.3,0
91.24,161.22,2,39.8,3.3,1,0.1,1
1.3,147.34,3,83.8,1.6,2,1.0,1
9.25,106.26,2,22.8,2.2,1,6.0,0
27.61,138.66,3,20.8,3.8,0,0.1,1
10.55,160.82,2,77.7,9.6,1,9.1,0
37.6,101.11,1,75.3,2.4,0,4.9,0
42.69,61.42,3,12.4,15.0,2,2.6,1
3.24,258.33,1,65.6,3.6,1,3.9,0
21.64,112.0,3,58.5,0.7,2,8.5,1
21.33,144.19,1,66.8,0.8,1,9.3,0
13.83,210.65,2,46.6,5.0,0,1.2,1
81.06,361.74,2,83.4,0.2,1,7.8,1
52.72,75.33,1,13.2,2.6,1,5.8,0
35.84,176.99,1,27.3,0.6,0,5.9,0
37.59,107.55,1,39.3,2.3,0,7.8,0
18.58,117.67,1,43.3,5.5,1,2.2,0
76.15,106.79,1,78.2,2.5,0,5.3,0
35.58,82.46,2,51.4,0.7,0,3.2,0
39.17,147.52,3,13.3,1.2,2,0.9,2
59.35,61.53,2,40.2,1.8,0,1.1,0
9.61,206.81,3,40.8,0.3,2,1.4,1
49.36,153.3,2,81.4,3.5,1,6.1,1
6.52,175.35,2,54.3,3.7,1,1.1,0
12.71,122.03,2,57.0,0.3,1,5.7,0
12.27,127.97,2,62.8,2.1,1,5.9,1
115.23,167.25,2,67.0,2.1,1,9.0,1
58.25,80.16,1,57.0,1.6,1,6.3,0
36.24,128.52,3,27.6,3.3,0,9.9,1
38.95,98.42,3,74.7,1.7,2,0.3,1
24.77,96.57,1,64.2,2.2,2,7.0,0
88.18,23.41,3,64.9,6.4,3,0.3,1
20.57,230.36,1,83.7,0.7,3,7.3,1
14.37,108.81,1,69.4,3.9,0,3.9,0
5.34,219.8,1,71.4,2.8,1,6.1,0
46.28,214.13,3,80.4,1.5,0,3.1,1
39.78,72.84,3,21.2,5.2,0,1.6,1
14.55,84.7,3,46.8,3.2,0,7.2,1
0.77,303.63,1,53.0,2.6,3,9.0,0
54.79,255.06,2,34.4,4.4,0,1.8,1
0.34,148.11,2,72.1,6.5,0,9.2,0
36.49,165.44,1,66.4,14.4,0,1.4,1
105.45,112.15,2,63.3,4.0,1,7.4,1
17.27,175.94,1,83.8,8.3,0,9.6,0
8.04,106.97,1,29.2,0.0,0,1.5,0
36.61,28.06,2,64.4,3.0,0,4.4,0
50.97,70.71,2,50.8,1.0,0,3.4,0
23.72,151.27,1,33.2,0.4,1,3.9,0
102.37,82.14,1,21.9,3.0,1,7.5,0
1.59,145.96,1,76.3,5.5,2,6.6,0
21.08,85.52,1,54.1,2.1,2,9.7,0
38.02,103.06,1,71.0,4.4,0,1.9,0
59.55,201.19,1,50.4,2.7,0,5.4,0
5.93,164.85,2,26.3,2.3,0,4.5,0
48.28,149.42,2,35.0,1.4,1,9.2,0
24.14,202.74,3,38.2,1.9,1,0.1,1
15.15,178.84,2,82.0,1.7,4,9.9,1
4.24,236.79,1,10.4,4.2,1,4.8,0
60.14,122.41,1,82.9,0.5,1,6.3,0
5.13,124.22,3,82.6,0.4,0,3.6,1
11.12,71.93,1,83.7,4.3,1,8.5,0
10.28,124.26,1,45.3,3.2,0,5.6,0
61.53,207.89,1,81.3,2.2,0,6.6,0
33.51,228.0,2,39.3,0.7,2,6.5,1
47.79,207.62,2,11.9,2.1,1,3.6,1
8.65,42.35,3,26.6,6.2,1,0.8,1
29.41,214.99,3,80.0,8.8,1,8.1,1
25.44,39.69,2,11.0,4.9,0,2.9,0
53.66,203.89,1,50.4,0.2,0,8.5,0
70.96,127.93,1,15.6,4.4,0,6.1,0
0.37,192.15,1,31.2,1.1,0,3.5,0
33.63,70.05,1,16.5,1.5,0,5.9,0
1.6,220.27,1,73.6,0.9,0,6.5,0
23.88,62.1,1,53.7,6.0,0,7.1,0
10.17,109.89,1,76.8,4.2,2,8.2,0
10.99,90.11,1,60.9,3.8,2,1.6,0
13.06,44.74,3,81.9,4.4,1,9.4,1
29.13,155.67,2,47.7,1.1,1,4.1,0
12.2,258.37,3,57.3,2.4,0,8.6,1
39.58,310.01,1,52.6,4.0,2,2.2,1
15.55,155.83,2,45.8,4.0,1,0.3,0
2.12,217.0,1,72.6,6.3,1,5.7,0
45.94,163.93,1,57.7,1.4,0,3.2,0
10.1,179.93,1,69.3,5.9,1,9.8,0
17.01,129.47,3,68.2,2.3,0,1.0,1
34.7,161.7,3,24.1,4.4,0,0.5,1
12.12,182.25,1,58.1,2.4,0,0.5,0
1.75,115.29,1,24.8,11.9,1,2.2,0
14.05,145.35,2,53.2,0.8,1,5.8,0
86.71,146.49,1,60.1,4.5,0,5.1,0
30.79,199.58,1,83.8,3.4,0,3.5,0
33.39,86.04,1,12.3,0.8,1,0.9,0
30.01,146.91,2,16.8,0.3,1,2.3,0
6.66,264.72,1,15.7,6.4,1,1.8,0
16.26,219.84,1,39.5,0.7,1,7.5,0
41.7,230.95,1,70.8,0.8,0,7.8,0
3.21,151.47,2,72.5,15.0,0,7.8,1
9.77,169.26,3,64.5,5.1,0,9.7,1
9.7,210.13,1,76.4,1.2,2,8.8,0
16.97,243.62,3,33.9,3.6,1,5.0,1
117.92,32.9,3,16.5,3.1,0,4.1,1
2.1,71.07,3,14.3,7.4,0,9.2,1
21.94,228.57,3,73.1,5.2,1,6.1,1
5.93,133.39,2,64.1,7.1,1,2.9,1
105.88,109.7,3,61.7,1.0,0,5.6,1
3.61,74.75,1,35.1,4.1,0,9.9,0
15.51,116.7,2,38.1,0.2,0,8.5,0
40.17,65.86,3,80.9,0.3,0,2.8,1
36.58,275.47,3,14.7,5.0,0,9.5,1
16.48,148.65,3,67.3,0.1,0,9.8,1
12.76,146.52,3,32.9,3.5,1,2.3,1
15.21,185.28,3,12.9,7.3,1,9.0,1
9.21,207.74,2,65.0,1.9,1,8.8,0
6.89,206.75,3,34.5,0.2,0,0.4,1
19.79,214.42,2,63.4,5.0,1,6.7,1
9.38,112.15,3,62.4,10.6,1,3.1,1
10.17,132.13,3,49.6,5.1,0,6.7,1
32.08,196.14,3,67.5,3.5,4,9.1,1
103.77,118.36,2,53.0,1.0,0,5.0,0
27.76,149.69,1,31.2,0.1,1,4.1,0
2.4,173.93,1,64.3,4.7,0,9.2,0
2.36,197.11,3,53.6,1.1,1,9.7,1
90.74,43.34,2,10.9,7.8,0,0.6,1
10.58,192.88,1,76.7,2.5,1,9.2,0
2.9,135.98,1,50.4,3.0,0,0.8,0
27.42,192.45,3,74.3,5.6,2,3.4,1
29.32,196.62,3,75.3,6.0,0,7.6,1
31.37,246.47,3,42.9,4.1,0,7.8,1
9.33,231.21,2,47.6,11.2,1,7.3,1
0.46,230.79,1,40.8,15.0,0,0.4,0
100.59,236.62,1,43.3,11.7,1,1.3,1
8.67,167.48,1,76.2,7.0,0,9.4,0
33.81,151.93,3,68.3,4.9,3,0.8,1
36.79,202.37,1,19.4,4.4,2,0.8,1
28.25,193.92,2,55.2,0.4,1,8.4,1
11.26,131.46,2,83.7,1.3,2,6.4,0
9.49,174.29,2,54.1,0.0,0,3.5,0
27.31,147.89,3,68.2,0.6,1,1.7,1
60.32,98.76,1,66.9,2.3,2,8.8,0
87.97,227.43,3,35.9,0.6,0,9.9,2
3.36,153.31,1,37.5,9.3,1,0.5,1
5.05,272.92,1,63.6,6.6,1,5.5,0
86.87,52.47,2,47.0,0.3,1,2.6,1
40.02,116.59,1,52.2,1.1,2,8.3,0
64.37,151.96,3,62.8,6.8,0,3.5,1
6.79,218.24,2,67.5,6.5,1,7.1,1
26.57,173.97,1,30.1,11.6,1,5.4,0
36.23,168.63,1,20.9,15.0,0,5.4,0
34.19,82.36,2,31.6,15.0,0,8.6,0
15.74,80.58,3,47.6,2.1,0,4.7,1
0.47,169.35,2,35.3,1.2,2,8.5,0
26.23,68.15,2,52.1,5.7,0,3.6,0
8.75,118.09,3,14.0,1.4,1,1.7,1
17.95,180.06,2,47.7,6.6,0,4.6,1
94.8,91.06,1,37.2,3.1,0,5.0,0
15.28,246.32,2,49.6,6.3,0,4.8,0
54.94,223.44,2,41.3,1.3,1,8.1,1
6.27,55.71,2,31.0,2.8,1,5.6,0
33.48,94.06,2,76.9,3.3,0,8.9,0
113.18,12.85,3,23.7,11.5,1,5.1,1
3.22,103.04,1,60.4,1.2,1,2.2,0
0.25,195.98,3,78.4,11.0,0,1.3,1
17.05,125.17,2,49.9,6.5,1,8.7,0
2.92,177.65,2,74.9,5.3,2,0.6,0
41.4,58.66,1,19.2,6.2,0,1.2,0
73.79,197.88,1,46.5,3.7,0,0.6,0
17.08,116.69,3,43.8,1.1,1,4.2,1
8.98,150.73,2,10.6,0.8,2,5.3,1
17.1,144.43,1,42.8,8.0,1,0.2,0
38.56,73.71,2,37.3,5.2,1,5.2,1
0.27,80.81,1,59.6,1.0,0,3.9,0
26.71,208.07,3,79.4,3.8,0,7.7,1
28.5,173.94,3,16.3,2.4,1,8.3,1
30.46,213.0,1,34.2,0.7,1,6.8,0
8.31,169.48,3,42.9,3.0,1,4.7,1
37.56,158.58,3,43.7,1.3,1,2.2,1
2.88,46.44,1,67.3,0.4,0,8.5,0
6.67,133.78,2,42.8,2.5,2,3.4,1
62.98,148.36,2,12.0,3.6,1,3.6,1
40.27,267.19,2,62.5,0.2,0,9.2,1
0.42,191.22,1,75.5,2.1,1,9.8,0
8.57,242.16,1,48.0,1.2,3,9.0,0
7.24,185.85,2,53.0,0.1,2,10.0,0
9.47,107.32,1,22.1,0.5,0,8.7,0
8.53,157.03,3,26.3,0.6,1,7.0,1
1.94,164.17,1,27.4,0.8,2,2.9,0
18.43,93.65,2,41.9,6.5,1,9.5,0
39.59,126.94,3,78.7,2.3,0,8.8,0
28.0,137.65,2,48.6,0.6,1,2.4,0
33.52,246.34,2,24.2,0.4,1,4.9,0
2.54,25.16,3,29.7,1.4,1,0.7,1
90.78,222.35,3,38.4,6.4,2,9.5,2
54.7,93.79,1,56.1,1.8,0,5.7,0
49.06,67.68,2,42.6,0.7,2,2.5,1
51.95,220.8,3,39.0,2.1,1,2.9,1
80.96,193.91,1,51.8,3.2,0,9.8,0
23.57,225.27,1,27.9,0.1,1,6.2,0
6.7,198.04,1,15.8,4.0,3,4.2,0
28.77,273.59,1,11.8,2.0,0,5.0,0
40.75,183.52,2,28.6,0.0,0,1.0,1
40.17,140.61,3,16.8,4.5,1,0.8,1
22.11,170.58,3,34.9,5.0,1,5.9,1
2.13,224.61,3,67.2,4.0,3,5.1,1
13.91,103.24,1,63.0,1.7,0,3.6,0
76.06,110.89,1,55.2,3.0,0,5.7,0
26.34,131.46,3,73.1,2.0,2,0.7,1
23.19,23.73,1,30.9,4.8,2,9.4,0
9.39,158.28,1,75.5,3.5,0,2.9,0
13.79,36.83,3,39.5,0.3,1,0.7,1
67.71,153.18,2,39.7,4.1,0,1.7,1
32.94,201.92,1,40.0,4.6,0,1.0,0
46.45,121.39,3,17.3,1.9,2,1.8,1
18.17,250.63,3,82.2,8.3,0,4.2,1
29.85,62.37,1,20.2,7.4,0,7.4,0
8.57,221.48,3,35.2,0.8,0,2.7,1
36.67,190.51,1,33.6,9.4,0,4.4,0
16.74,47.04,2,15.5,2.3,0,9.3,0
17.53,312.65,3,21.3,5.1,0,3.0,1
31.44,146.18,3,13.3,6.7,1,7.9,1
82.6,97.35,1,31.6,2.8,0,1.6,0
1.98,65.57,1,74.1,2.0,0,1.8,0
52.25,136.8,1,35.1,9.9,1,4.6,0
10.38,142.36,2,19.2,1.0,1,2.3,1
17.61,156.16,1,57.8,1.2,2,9.0,0
0.66,132.13,2,83.7,1.8,0,0.5,1
10.75,187.99,1,27.2,7.8,1,6.0,1
20.95,126.74,2,30.7,11.2,0,6.0,1
1.73,33.9,1,81.9,1.0,4,0.7,0
20.26,141.04,3,23.2,8.0,1,7.3,1
78.56,7.95,1,47.8,1.2,1,4.7,0
3.34,171.23,1,27.7,14.1,1,7.2,0
43.37,91.24,3,79.0,3.6,0,8.3,1
15.81,159.8,2,82.6,0.0,1,3.2,0
31.94,228.84,1,70.3,0.1,1,4.8,0
9.04,93.08,1,33.3,0.6,1,2.6,0
5.21,213.68,2,39.9,0.8,0,2.0,0
5.25,124.0,1,27.9,5.8,1,0.0,0
2.19,255.19,3,75.9,1.0,0,9.6,1
6.16,128.09,2,77.7,13.9,1,4.4,1
32.74,99.57,1,41.0,4.0,1,0.1,0
64.03,191.23,2,58.6,4.7,3,0.1,1
50.48,123.85,2,22.3,1.0,1,2.9,1
34.67,99.51,3,42.2,8.9,3,0.1,1
3.51,121.33,1,56.7,4.4,1,3.7,0
10.24,147.32,2,38.5,8.0,0,0.6,0
11.12,230.53,1,36.5,12.5,1,0.4,1
8.63,33.95,2,10.1,0.5,0,6.7,0
21.71,151.38,3,69.5,0.4,1,9.1,1
23.01,187.49,1,75.8,6.5,2,4.1,0
13.24,161.61,3,81.7,8.0,0,8.4,1
13.1,228.59,2,63.2,3.5,3,0.3,1
52.9,145.54,3,50.6,1.8,2,7.8,1
46.72,138.93,3,29.9,4.2,0,0.6,1
11.04,185.54,1,83.9,1.5,1,8.4,0
73.53,155.96,1,53.6,1.1,1,8.8,0
91.61,126.58,1,60.4,2.7,0,7.9,0
11.87,180.97,1,60.5,1.0,2,8.2,0
13.13,110.85,2,72.5,2.6,0,5.6,0
21.13,113.33,2,10.7,12.5,0,2.6,1
84.97,118.32,3,26.3,7.3,0,6.4,1
62.7,231.18,2,59.2,11.4,0,4.4,1
3.25,0.0,3,76.2,6.6,0,0.1,1
14.96,173.74,3,60.7,1.8,2,4.8,1
24.18,152.06,3,40.6,6.7,1,6.5,1
20.98,49.15,1,36.8,10.3,2,0.1,0
6.47,168.58,2,64.6,11.8,0,6.2,1
58.73,178.55,1,64.9,4.6,0,6.5,0
33.9,185.38,1,54.9,0.9,1,1.6,0
54.59,0.0,1,31.6,0.2,0,4.3,0
58.72,231.98,3,78.5,0.6,1,9.6,1
41.39,105.74,2,50.8,13.5,1,8.8,1
17.35,191.19,2,68.5,2.5,0,4.1,0
28.29,194.46,3,25.9,7.7,0,3.5,1
5.24,97.4,1,35.5,2.5,0,1.2,0
33.59,189.63,2,74.7,4.3,1,0.4,0
5.93,126.87,3,13.7,0.1,1,3.0,1
35.52,25.72,1,47.9,1.2,0,9.4,0
